id;text;target;label;title;university;author;nokia_score;link;nokia_reasons
11;"Vuoden 2018 ajokorttilaki : lakimuutoksen vaikutus yhteiskunnalle talouden näkökulmasta This thesis examined the changes after the 2018 reform of the Driving Licence Act. The topic was studied from the perspective of society. The study sought information on what kind of changes the 2018 reform of the Driving Licence Act caused to the economy, entrepreneurship, employment and traffic safety. The theoretical part of the study dealt with the formation of Finnish society, entrepreneurship, the history of driving schools and the current and previous Driving Licence Act, driving instructor training and the effects of traffic accidents.

The research method used was the quantitative method. A survey was carried out. The survey was conducted as an online survey using the Webropol data collection platform. The survey was sent by email to all driving schools in Finland that, according to Traficom's driving test statistics, have had 10 or more customers obtaining a category B driving licence. 40% of the respondents responded to the survey. In addition to the survey, information was sought from existing statistics.

After the 2018 reform of the Driving Licence Act, about 200 driving schools have closed down. In the remaining driving schools, the range of services has been reduced. The turnover of the driver training sector has fallen and half of the jobs in the driver training sector have disappeared. This has led to a decrease in the state's tax revenue and a contraction in business life. The supply of services has deteriorated. In Finland, traffic safety has deteriorated, which has weakened the state's economy.";0;NO_INDICATION_OF_COLLABORATION;Vuoden 2018 ajokorttilaki : lakimuutoksen vaikutus yhteiskunnalle talouden näkökulmasta;Centria UAS;Kanula, Maria;0;https://www.theseus.fi/handle/10024/902601;"[""No Nokia mention""]"
12;"Kohtaaminen kunnioituksella : esite varhaiskasvatuksen ammattilaisille ??ABSTRACT? 

??Milla Hemming and Niina Kuivamäki 
?Encounter with respect - Brochure for Early Childhood Education and Care professionals.? 
38 pages,1 appendix 
??Autumn 2025? 
Diaconia University of Applied Sciences  
??Bachelor of Social Services? 
 

??The aim of this development-oriented thesis was to create a brochure? ?for early childhood education and care professionals on how to engage with? ?families referred through child protection services. The aim of the? ?thesis was to produce a brochure that promotes interaction between the? ?early childhood education professional and the child welfare client? ?family and support the encounter in the everyday client work for professionals. ??Our thesis was carried out in cooperation with two working? ?life partners. Our clients were a private day care centre in? ?Pirkanmaa region and a private substitute care unit in? ?Southwest Finland.? 

??The theoretical framework of the thesis is based on the collaboration? ?between early childhood education and child protection, respectful? ?encounters, and the challenges associated with such interactions. We used? ?a linear development model and a co-development model in the preparation? ?of the brochure.? The brochure is one-page document and is available in print at the day care centre on the notice board. ?Feedback was collected from professionals working in early childhood? ?education and care and child protection.? 

The thesis resulted in a brochure to be used in encountering the client families at daycare. There is also a possibility of distributing it to other ?units operated by the same provider across Finland.? According to the feedback from the workinglife partners, the brochure is clear, concise, and includes useful reminders to support educators in their daily interactions. 
 

??Keywords: childhood education, child welfare, multi-professional? ?cooperation, respectful encounter?";0;NO_INDICATION_OF_COLLABORATION;Kohtaaminen kunnioituksella : esite varhaiskasvatuksen ammattilaisille;Diakonia UAS;"Kuivamäki, Niina; Hemming, Milla";0;https://www.theseus.fi/handle/10024/899932;"[""No Nokia mention""]"
13;"Kielellinen saavutettavuus hyvinvoinnin edistäjänä – International Days of Linguistic Accessibility (IDLA) 2023 and 2024 Kielellinen saavutettavuus liittyy ihmisen perusoikeuteen ymmärtää ja tulla ymmärretyksi riippumatta hänen kielellisestä taustastaan ja mahdollisista kielellisistä haasteista.

Tähän julkaisuun on koottu artikkeleita vuosina 2023 ja 2024 järjestetyistä International Days of Linguistic Accessibility (IDLA) -seminaareista.

Kirja alkaa vuoden 2023 IDLA-seminaarin kielelliseen saavutettavuuteen ja työelämään liittyvillä artikkeleilla. Artikkeleissa kuvataan työelämätulkkausta, viittomakielen koulutusta ja tulkin tehtäviä sekä kuulovammaisen henkilön näkökulmasta työpaikan muuttuvia olosuhteita ja sosiaalisia tilanteita. Osioon sisältyy myös artikkeli kielellisesti saavutettavan seminaarin järjestämiseen liittyvistä yksityiskohdista ja muistettavista asioista.
Vuoden 2024 IDLA-seminaarin teemana oli kielellinen saavutettavuus ja hyvinvointi. Artikkeleissa käsitellään kohtaamisen merkitystä sekä ikääntymisen ja pitkäikäisyyden kuulovammaisille henkilöille tuomia kommunikaatio- ja toimintamuutoksia. Julkaisun viimeisessä artikkelissa esitellään asioimistulkkien työhyvinvointiin liittyvän tutkimuksen tuloksia.

IDLA-seminaaria järjestävät Diakonia-ammattikorkeakoulu ja Humanistinen ammattikorkeakoulu. Julkaisuun sisältyy sekä englanninkielisiä että suomenkielisiä artikkeleita.

<p> Viittaaminen
<br>Segler-Heikkilä, L. (toim.). (2025). <i>
Kielellinen saavutettavuus hyvinvoinnin edistäjänä – International Days of Linguistic Accessibility (IDLA) 2023 and 2024.</i> (Diak Puheenvuoro 50). Diakonia-ammattikorkeakoulu. https://urn.fi/URN:ISBN:978-952-493-451-0<p>
Abstract <br>
Linguistic accessibility relates to the fundamental human right to understand and be understood, regardless of a person's linguistic background or potential language-related challenges.

This publication compiles articles from the International Days of Linguistic Accessibility (IDLA) seminars held in 2023 and 2024. The book begins with articles from the 2023 IDLA seminar, focusing on linguistic accessibility and working life. These articles describe work-life interpreting, sign language education and the roles of interpreters, as well as the changing conditions and social situations in the workplace from the perspective of a person with hearing impairment. The collection also includes an article detailing the key considerations and practicalities involved in organizing a linguistically accessible seminar.

The theme of the 2024 IDLA seminar was linguistic accessibility and well-being. The articles discuss the importance of encounters and the communication and functional changes that aging and longevity bring to people with hearing impairment. The final article of the publication presents the results of a study on the occupational well-being of public service interpreters.

The IDLA seminar is organized by Diaconia University of Applied Sciences and Humak University of Applied Sciences. The publication includes articles in both English and Finnish.";0;NO_INDICATION_OF_COLLABORATION;Kielellinen saavutettavuus hyvinvoinnin edistäjänä – International Days of Linguistic Accessibility (IDLA) 2023 and 2024;Diakonia UAS;Unknown Author;0;https://www.theseus.fi/handle/10024/894695;"[""No Nokia mention""]"
14;"Kotihoidon sairaanhoitajien päivittäisen kehittämisosaamisen vahvistaminen -Kirkkonummen kotihoito The Ministry of Education and Culture has outlined in the 2019 reform of university of applied sciences education that healthcare professionals in social and healthcare must possess the skills to assess the effectiveness and impact of care and services for the development of services and work. Understanding research knowledge and evidence-based practices is essential. The need for development competence is emphasized among nursing graduates, as it is a fundamental requirement in the nursing profession. It can influence the renewal of organizational practices. Both individual nurses, organizations, and society as a whole benefit from research and development competence.

The goal-oriented attitude, performance and adaptability, as well as motivation of nurses facilitate development. In home care, clients are increasingly more ill and require more complex care. Comprehensive nursing competence, enhancing, and developing practices are therefore important. There is extensive research on nurses’ competencies, but there is a lack of studied information on the development competence of nurses in home care.

The thesis focused on strengthening the development competence of home care nurses in Kirkkonummi, Western Uusimaa Wellbeing Services County, and improving practices in home care. Development competence promotes the growth of skills, management and distribution of new knowledge and skills, as well as the creation of new practices and the enhancement of old ones. A nurse utilizing development competence recognizes the developmental needs of the workplace and client work, leverages evidence-based information and research, and applies interdisciplinary knowledge to practical work. The purpose of the thesis was to organize a workshop that supports the development competence of nurses working in home care in Kirkkonummi. The goal of the thesis was to strengthen the nurses’ development competence and clarify practices in elderly care within the context of home care in Kirkkonummi. The developmental component of the thesis was implemented as a workshop and developmental activity in the daily life of home care. The data collection method for the research component was an electronic pre- and post-survey. The research component provided a picture of nurses’ development competence before and after the development work as well as the topics of the development activities. The development activities produced models for aging care and collaboration within the work community, and the nurses received tools to support their development activities.

Keywords: home care, aging care, development competence.";0;NO_INDICATION_OF_COLLABORATION;Kotihoidon sairaanhoitajien päivittäisen kehittämisosaamisen vahvistaminen -Kirkkonummen kotihoito;Diakonia UAS;"Sireeni, Anu; Veilamo, Irina";0;https://www.theseus.fi/handle/10024/898147;"[""No Nokia mention""]"
15;"Elämäni käsitteet – Mikko Malkavaaran esseitä sanoista ja merkityksistä MITÄ ON AIKA? MITÄ ON HISTORIA? MITÄ ON ELETTY USKO?

Kirkkohistorioitsija Mikko Malkavaara etsii lyhyissä esseissä sanojen merkityksiä. Käsitteitä tarkastellessaan hän tutkii niiden muotoutumista ja nykyistä käyttöä, mutta ennen muuta asioita, joita sanoilla tarkoitetaan. Käsitteitä tarkastellaan esimerkiksi käsitehistoriallisesta, henkilökohtaisesta tai yhteiskunnallisesta näkökulmasta. Selityksensä saa 84 käsitettä, kuten poliittinen järjestelmä, luterilainen työetiikka, kastisyrjintä, reformaatiot, herätysliikkeet, liberaaliteologia, kontekstuaalinen teologia ja radikaalidiakonia.

Julkaisun esseet on jaettu viiteen eri lukuun: Historia, Yhteiskunta, Uskonto, Etiikka ja Teologia. Näiden lisäksi teoksessa on pohdintaa sanojen ja käsitteiden merkityksestä ja muutoksesta.

Teos juhlistaa myös Mikko Malkavaaran pitkää uraa tutkijana, kehittäjänä, opettajana ja kirjoittajana Diakonia-ammattikorkeakoulussa

<p> Viittaaminen
<br>Malkavaara, M., & Repo, H. (toim.). (2025). <i>
Elämäni käsitteet – Mikko Malkavaaran esseitä sanoista ja merkityksistä.
</i> (Diak Puheenvuoro 49). Diakonia-ammattikorkeakoulu. 
http://urn.fi/URN:ISBN:978-952-493-444-2</p>";0;NO_INDICATION_OF_COLLABORATION;Elämäni käsitteet – Mikko Malkavaaran esseitä sanoista ja merkityksistä;Diakonia UAS;Unknown Author;0;https://www.theseus.fi/handle/10024/880473;"[""No Nokia mention""]"
16;"Sanojen ja tekojen välillä - Moninaisuus ja osallisuus pörssiyhtiöiden verkkosivuviestinnässä Opinnäytetyön tavoitteena oli tutkia, miten henkilöstömäärältään suurimmat Helsingin pörssiin listautuneet yhtiöt viestivät moninaisuudesta ja osallisuudesta verkkosivuillaan. Moninaisuuden ja osallisuuden aktiivinen edistäminen on organisaatioille nykyään osin velvoitteellista, mutta myös työnantajabrändin rakentamisen kannalta suositeltavaa. Työmarkkinoiden globaalistuessa ja työyhteisöjen moninaistuessa kasvaa tarve erilaisten yksilöiden huomioimiselle ja toiminnan kehittämiselle kohti moninaisempaa ja osallistavampaa ympäristöä. Tässä opinnäytetyössä tarkasteltiin, minkälaisia tavoitteita, toimenpiteitä ja työnantajalupauksia pörssiyhtiöt esittelevät verkkosivuillaan moninaisuuden ja osallisuuden edistämiseksi.

Opinnäytetyön teoreettinen viitekehys koostuu moninaisuus- ja osallisuusteemojen kehityskaarta käsittelevästä sekä työnantajabrändin rakentumiseen ja työnantajalupauksiin liittyvästä kirjallisuudesta. Lisäksi teoreettisessa viitekehyksessä hyödynnettiin tuoretta tutkimustietoa opinnäytetyön kannalta keskeisimmistä aiheista.

Tutkimus toteutettiin laadullisena tutkimuksena ja aineisto kerättiin pörssiyhtiöiden julkisilta verkkosivuilta. Aineisto kerättiin kokonaisuudessaan kymmenen yhtiön verkkosivuilta maaliskuussa 2025. Aineiston analyysimenetelmänä hyödynnettiin laadullista, aineistolähtöistä sisällönanalyysiä.

Tutkimustulokset osoittivat, että pörssiyhtiöt viestivät moninaisuudesta ja osallisuudesta pääosin myönteisesti, korostaen erityisesti niiden tuomia liiketoiminnallisia hyötyjä. Lisäksi teemat linkittyivät usein organisaation arvoihin ja strategiatyöhön. Asetetut tavoitteet liittyivät pääsääntöisesti osallistavan kulttuurin, rekrytointikäytäntöjen ja sukupuolijakauman kehittämiseen, kun taas toimenpiteinä korostuivat tietoisuuden lisääminen sekä vertais- ja verkostotoiminta. Työnantajalupauksissa nousivat esiin erityisesti yhdenvertaisuuden varmistaminen, psykologisen turvallisuuden merkitys sekä yksilöllisyyden arvostaminen.

Tutkimus osoittaa, että suurimmat pörssiyhtiöt tunnistavat moninaisuuden ja osallisuuden edistämisen strategisen merkityksen ja viestivät niistä usein hyötynäkökulmaa korostaen. Viestinnän konkreettisuudessa ja syvällisyydessä on kuitenkin vaihtelua. Kehitysehdotuksena esitetään, että organisaatioiden tulisi pyrkiä viestimään teemoista avoimemmin ja konkretiaa hyödyntäen toiminnan läpinäkyvyyden lisäämiseksi.";0;NO_INDICATION_OF_COLLABORATION;Sanojen ja tekojen välillä - Moninaisuus ja osallisuus pörssiyhtiöiden verkkosivuviestinnässä;Haaga-Helia UAS;Laaksonen, Heidi;0;https://www.theseus.fi/handle/10024/888838;"[""No Nokia mention""]"
17;"Miten Tampereen matkailu on kehittynyt viimeisen vuosikymmenen aikana? Opinnäytetyö on tehty kirjallisuuskatsauksena, ja sen tavoitteena oli tutkia, kuinka Tampereen matkailu on kehittynyt viimeisen kymmenen vuoden aikana ja mitkä muutokset ovat vaikuttaneet matkailun kasvuun. Työn taustalla on kirjoittajan oma kokemus Tampereesta kotikaupunkina, jonka viime vuosina kasvanut vetovoima herätti kiinnostuksen tutkia matkailun muutosta ja sen taustalla olevia syitä. Työ rajattiin koskemaan ainoastaan Tampereen kaupunkiin kohdistuvaa matkailua, eikä siihen ole sisällytetty lähikuntia tai koko Pirkanmaan aluetta.

Tietoperustassa tarkastellaan matkailua, matkailun määritelmiä sekä vastuullista matkailua. Työssä esitellään aluksi Tampereen perustietoja ja taustaa, jotta lukijalle saadaan luotua alustava kokonaiskuva kaupungista. Lisäksi tarkastellaan Tampereen asemaa matkailukaupunkina, sen keskeisimpiä nähtävyyksiä ja kulttuuritarjontaa. Työn ydin koostuu kirjallisuuteen ja media-artikkeleihin perustuvasta koosteesta, jossa tarkastellaan Tampereen matkailun muutoksia ja nykytilaa. Lähteinä on käytetty ajankohtaisten kirjoitusten lisäksi myös vanhempia lähteitä, jotta saadaan käsitys matkailun tilanteesta noin kymmenen vuotta sitten ja voidaan vertailla sitä nykyhetkeen.

Neljännessä luvussa esitellään kaksi merkittävintä uudistusta, jotka ovat vaikuttaneet kaupungin ja sen matkailun kasvuun: Nokia Arena sekä Tampereen rautatiehanke. Luvussa tarkastellaan niiden vaikutuksia matkailun kasvuun sekä mahdollisuuksia pitkällä aikavälillä. Työssä esitellään myös Tampereen matkailutoimija Visit Tampere, sekä sen saavutuksia ja tavoitteita. Vastuullisuusnäkökulmaa analysoidaan tarkastelemalla Tampereen vastuullisuustavoitteita ja niiden toteutumista.

Viimeinen luku sisältää yhteenvedon ja vastaukset tutkimuskysymykseen. Lopuksi kirjoittaja pohtii opinnäytetyön tekemisestä saamaansa kehitystä, sekä miten ammattikorkeakouluopinnot ovat tukeneet työn valmistumista.";0;NO_INDICATION_OF_COLLABORATION;Miten Tampereen matkailu on kehittynyt viimeisen vuosikymmenen aikana?;Haaga-Helia UAS;Siltanen, Kiira;1;https://www.theseus.fi/handle/10024/903900;"[""Nokia mentioned""]"
18;"Brändi-identiteetin uudistaminen teknologiayrityksissä - tapausesimerkkejä Suomesta Tämän opinnäytetyön aiheena oli brändi-identiteetin uudistaminen suomalaisissa teknologiayrityksissä. Aihepiiri on ajankohtainen, sillä yritykset toimivat markkinoilla, joissa teknologinen murros, kilpailun kiihtyminen ja strategiset suunnanmuutokset edellyttävät brändin jatkuvaa kehittämistä. Brändi-identiteetin uudistaminen nähtiin ilmiönä, joka kytkeytyy yrityksen strategisiin tavoitteisiin, kilpailuasemaan ja pitkän aikavälin kasvuun.

Työn tavoitteena oli selvittää, miten brändi-identiteetin uudistus toteutetaan käytännössä suomalaisissa teknologiayrityksissä ja mitkä tekijät vaikuttavat sen onnistumiseen. Tutkimus rajattiin yrityksiin, joissa uudistus oli sidoksissa laajempaan strategiseen muutokseen. Tavoitteena oli tarkastella sekä uudistuksen taustaa, että sen toteutusta, visuaalisia ratkaisuja ja yhteistyökump-paneiden roolia.

Tietoperusta rakentui brändi-identiteetin, strategisen brändinhallinnan ja visuaalisen brändi-identiteetin keskeisten teorioiden varaan. Näitä hyödynnettiin viitekehyksenä, jonka avulla tutkimuksen tuloksia tulkittiin ja jäsennettiin.

Tutkimus toteutettiin kvalitatiivisena tapaustutkimuksena syys–marraskuussa 2025. Empiirinen aineisto koostui neljän suomalaisen teknologiayrityksen julkisista brändiuudistuksiin liittyvistä aineistoista sekä yhden asiantuntijan haastattelusta. Aineisto analysoitiin teoriaohjaavan sisällönanalyysin avulla.

Tulokset osoittavat, että brändi-identiteetin uudistus oli tarkastelluissa yrityksissä strateginen hanke, joka tähtäsi selkeämpään asemoitumiseen, yhtenäisempään viestintään ja vahvempaan kilpailuedun rakentamiseen. Onnistumisen kannalta keskeisiä tekijöitä olivat johdon vahva sitoutuminen, tutkimukseen perustuva päätöksenteko, kumppaniyhteistyön laatu sekä henkilöstön osal-listaminen. Visuaalinen identiteetti toimi keinona, jolla strateginen suunta tuotiin näkyväksi eri sidosryhmille.

Johtopäätöksenä työ korostaa, että brändi-identiteetin uudistaminen tulisi ymmärtää osana yrityksen strategista johtamista ja muutosprosessia. Aihetta olisi jatkossa hyödyllistä tarkastella esimerkiksi työnantajamielikuvan, sijoittajaviestinnän tai tekoälyn tuomien mahdollisuuksien näkökulmista.";0;NO_INDICATION_OF_COLLABORATION;Brändi-identiteetin uudistaminen teknologiayrityksissä - tapausesimerkkejä Suomesta;Haaga-Helia UAS;Luoma, Lauri;0;https://www.theseus.fi/handle/10024/902808;"[""No Nokia mention""]"
19;"ML-Driven Predictive Alerting and Dashboard Development for Cloud-Ops Monitoring Contemporary cloud environments generate large volumes of data and metrics across services, systems, and infrastructure. Continuous and effective monitoring is fundamental to supplementing cloud operations automation, maintaining reliability, and optimising resource utilization. Nokia, being one of the leading global companies in the telecommunication and cloud services domain, requires constant monitoring and analysis of operational data. To address this need, the AMPS (AI/ML Platform Services) team in Nokia has adopted Grafana, an open-source platform known for its visualization and analytics capabilities. 

This thesis is structured around three primary objectives. The first focuses on collecting data and metrics from heterogeneous data sources to build dashboards for comprehensive visualization. The second emphasises implementing predictive alerting by leveraging historical data to forecast potential issues and threshold breaches, transitioning from reactive to proactive monitoring. The third involves exploration of the feasibility of developing custom Grafana panel plugin to visualise the outcomes of the predictive alerting model. 

The theoretical framework discusses observability and data visualization as fundamentals for monitoring cloud systems, underlining how they provide deeper insights into performance, reliability, and security. It also explores the role of Grafana in building interactive dashboards that support data visualization and analytics. Likewise, it investigates custom panel development in Grafana. Furthermore, it reviews machine learning and predictive alerting, discussing relevant technologies. 

The empirical part of the thesis focuses on the practical implementation of predictive alerting using historical metrics as well as the development of dashboards with Grafana. The final product of this thesis is a set of Grafana dashboards developed for the AMPS team, and predictive alerting to enhance observability in their cloud operations.";0;NO_INDICATION_OF_COLLABORATION;ML-Driven Predictive Alerting and Dashboard Development for Cloud-Ops Monitoring;Haaga-Helia UAS;Tamang Bomjan, Prasanna;1;https://www.theseus.fi/handle/10024/905188;"[""Nokia mentioned""]"
20;Yrityskokoluokan merkitys markkina-anomalioiden vaikutuksessa Opinnäytetyön tavoitteena oli tutkia Suomen osakemarkkinoilla esiintyvien markkina-anomalioiden esiintymisen eroavaisuutta eri markkina-arvoisten yhtiöiden välillä. Nämä yhtiöt koostuivat kolmesta suuresta, keskikokoisesta ja pienistä yhtiöistä. Tutkimuksessa keskityttiin kolmeen tunnettuun markkina-anomaliaan, jotka olivat tammikuuilmiö, viikonpäiväilmiö ja kuun-vaihdeilmiö. Näiden taustalla tutkimuksessa pohdittiin mahdollisia tekijöitä anomalioiden ilmenemiselle;0;NO_INDICATION_OF_COLLABORATION;Yrityskokoluokan merkitys markkina-anomalioiden vaikutuksessa;Haaga-Helia UAS;Ekman, Karolina;0;https://www.theseus.fi/handle/10024/880343;"[""No Nokia mention""]"
21;"5G-kenttätestaajan päiväkirja Päiväkirjassa seurataan työharjoittelua 5G kenttätestaajan näkökulmasta kahdeksan viikon ajan ja tänä aikana tarkoitus kehittää osaamista 5G verkkojen ymmärtämisessä, itsenäisen työskentelyn ja ongelmanratkaisukyvyn kehittämisessä.

Työ tapahtuu Nokian pääkonttorissa, jossa tekijä on osa noin 10 henkilön tiimiä. Päätehtävinä ovat testijärjestelyjen ja testiliikennegeneraattoreiden rakentaminen ja ylläpito, testipuhelimien huolto, kenttätestiympäristön ylläpito sekä säännöllisten ajotestien aikataulutus ja hallinta.

Opinnäytetyön avulla tekijä on oppinut paljon 5G verkkojen testaamisesta sekä testausprosessien dokumentoinnista. Päiväkirjamerkintöjen analysointi auttoi tunnistamaan kehityskohteita, paranta-maan työskentelyä ja löytämään uusia ratkaisutapoja ongelmatilanteissa. Tekijä saavutti tavoitteensa kaikissa määritellyissä oppimisen teemoissa.";0;NO_INDICATION_OF_COLLABORATION;5G-kenttätestaajan päiväkirja;Haaga-Helia UAS;Nelin, Mikko;0;https://www.theseus.fi/handle/10024/906166;"[""No Nokia mention""]"
22;"Online lead generation for SMEs selling professional services : case: Real Estate This thesis explores how small and medium-sized companies (SMEs) providing professional services in Finland can strengthen their online presence and business growth. The case company of the study is Muutos LKV, a real estate agency operating in Tampere. The research examines how digital platforms, brand perception, and agent expertise contribute to customer acquisition and lead generation.

The goal was to understand what drives online lead generation and how it can be supported through content, marketing, and customer journey development. The research is based on interviews with real estate agents, website data analysis, and internal discussions with the company’s leadership. In addition, competitor benchmarking was conducted.

The theoretical framework builds mainly on two digital marketing models. The MRACE model demonstrates how companies can measure, reach, engage, and convert customers, while the Flywheel model illustrates how satisfied clients can generate growth through trust and referrals. Together, these models provide tools to connect short-term marketing actions with long-term business growth.

The key finding is that sustainable growth is not achieved through isolated campaigns but through long-term, consistent work that aligns marketing with the company’s overall business objectives. In this process, websites and content marketing play a critical role in building trust, supporting agents, and guiding potential clients toward lasting relationships.

In expert-driven fields such as real estate, digital and social media presence is particularly crucial. A company’s reputation, both as a service provider and as an employer, has a strong influence. Potential clients can easily learn what others say about the company on social media or online forums, and this public perception can either strengthen or weaken lead generation efforts.

The thesis applies the MRACE and Flywheel frameworks to explain how digital activities can build long-term trust and engagement. Ultimately, the study provides practical recommendations to help expert-driven SMEs grow in a market where reputation and personal recommendations are decisive.";0;NO_INDICATION_OF_COLLABORATION;Online lead generation for SMEs selling professional services : case: Real Estate;Haaga-Helia UAS;Heikkinen, Anne;0;https://www.theseus.fi/handle/10024/900518;"[""No Nokia mention""]"
23;"Tammikuuilmiö Suomen osakemarkkinoilla vuosina 1997–2024 Opinnäytetyö tarkasteli tammikuuilmiötä Suomen osakemarkkinoilla vuosina 1997–2024. Tammikuuilmiöllä viitattiin kalenterianomaliaan, jossa osakkeiden tuotot ovat keskimäärin korkeampia tammikuussa kuin muina kuukausina.

Johdannossa ilmiön tausta ja tutkimuskysymys käytiin läpi: löytyykö ilmiö pitkällä aikavälillä Suomen osakemarkkinoilta ja painottuuko se eri yhtiökokoluokkiin.

Teoriaosuudessa esiteltiin tehokkaiden markkinoiden hypoteesi, kalenterianomaliat, osakkeiden odotetun tuoton malleja, sekä behavioristisen rahoituksen näkökulmia. Aiempi kirjallisuus osoitti, että tammikuuilmiö on usein vahvin pienyhtiöissä ja saattaa liittyä esimerkiksi verotappioiden realisointiin tai sijoittajien käyttäytymiseen.

Empiirisessä osiossa analysoitiin kolmenkymmenen Nasdaq Helsinki yhtiön osakekurssien kuukausituotot historiatietoja käyttäen. Yhtiöt jaettiin kolmeen kokoluokkaan, ja kuukauden tuotto laskettiin edellisen kuukauden viimeisen ja kuluvan kuukauden viimeisen pörssipäivän oikaistujen päätöskurssien suhteena. Tammikuun vaikutusta testattiin lineaarisella regressiolla, jossa dummy-muuttuja saa arvon 1 tammikuussa ja 0 muulloin. 

Tulokset osoittivat, että suurissa ja keskisuurissa yhtiöissä tammikuuilmiö ei ollut tilastollisesti merkitsevä; regressiokertoimet olivat pieniä ja p-arvot pääosin suuria. Sen sijaan pienissä yhtiöissä tammikuun regressiokerroin oli useissa tapauksissa positiivinen ja tilastollisesti merkitsevä, mikä viittaisi ilmiön rajoittumisen pienimpään kokoluokkaan.";0;NO_INDICATION_OF_COLLABORATION;Tammikuuilmiö Suomen osakemarkkinoilla vuosina 1997–2024;Haaga-Helia UAS;Mattila, Tobias;0;https://www.theseus.fi/handle/10024/888000;"[""No Nokia mention""]"
24;"Yleisöjen tunnistaminen ja laajentaminen talousjournalismissa Opinnäytetyöni aihe on päiväkirja työstäni taloustoimittajana. Seuraan ja analysoin tekemiäni juttuja ja juttuprosesseja siitä näkökulmasta, miten ne onnistuvat tavoittelemaan erilaisia kohderyhmiä ja onko se ollut alkuperäinen tarkoitus. Pohdin myös, minkälainen media ja sisältö tavoittaa yleisöjä parhaiten, ja miten mediakenttä on muuttunut aikaisemmasta muun muassa digitalisaation ja erilaisten alustojen ja sisältöjen tarjonnan lisääntymisen myötä.

Työskentelen Alma Median taloustoimittajana. Kirjoitan pääasiassa sijoittamiseen liittyvistä aiheista ja henkilöistä Kauppalehteen, Arvopaperiin ja Talouselämään. Olen työskennellyt taloustoimittajana kahden ja puolen vuoden ajan, josta noin kaksi vuotta pörssitoimituksessa. Alma Media tuottaa monipuolista sisältöä niin verkkoon kuin painettuihin printtilehtiin.

Kaiken kaikkiaan koin, että päiväkirjan kirjoittaminen ja oman ammattitaitoni, yleisön tunnistaminen ja sen laajentamismahdollisuuksien pohdinta on antanut minulle hyvin paljon keinoja parantaa omaa ammattitaitoani ja luoda parempaa journalismia. Pyrin tulevaisuudessa hyödyntämään oppimiani taitojani ja oivaltamiani asioita, jotta voin kehittyä ammatissani edelleen.";0;NO_INDICATION_OF_COLLABORATION;Yleisöjen tunnistaminen ja laajentaminen talousjournalismissa;Haaga-Helia UAS;Nenonen, Rosamari;0;https://www.theseus.fi/handle/10024/891578;"[""No Nokia mention""]"
