title;university;author;date;nokiaScore;link;abstract;isNokiaProject;evidence
Working as a Software Engineer Trainee at Nokia Finland;Haaga-Helia UAS;Duong, Khang;2024;17;https://theseus.fi/handle/10024/852150;"This thesis focuses on using a diary-based approach to explore the author's professional development within their current workplace. It highlights the importance of ongoing professional development in a dynamic work environment. The study's goals revolve around specific themes of professional growth aligned with the author's job duties and skill requirements.

The theoretical framework, drawn from industry standards, professional blogs, and relevant scientific publications, underpins the diary-based analyses. These entries reflect on tasks, challenges, and professional experiences in connection with theoretical understandings to promote professional development.

The findings indicate a significant improvement in the author's professional competencies and highlight new approaches, strategies, and learnings from their tasks. These findings are further discussed to assess their value, applicability, and implications for future professional growth.";YES;The thesis is titled 'Working as a Software Engineer Trainee at Nokia Finland' and describes the author’s current workplace there.
Miten työnantajakuva rakentuu sähköisissä kanavissa, IT-työnhakijan silmin?;Haaga-Helia UAS;Kurki, Tommi;2023;1;https://theseus.fi/handle/10024/798893;"Tämän opinnäytetyön lähtökohtana oli IT-alaa vaivaava rekrytointi haaste. IT-alalla on jatkuva haaste saada päteviä työntekijöitä yrityksiin töihin.  Päätutkimuskysymys työssä on ”Miten IT-alan yritykset pystyvät nykyistä paremmin viestimään työnantajabrändiään ja arvoja potentiaalisille työnhakijoille?” heidän omien sähköisten ja sosiaalisten medioiden kautta.

Tutkimukseni kohteena oli neljä IT-alan yritystä. Elisa Oyj, Nokia, Microsoft ja Supercell. Näistä kaksi yritystä Microsoft ja Supercell olivat tulleet valituksi houkuttelevin työnantaja opiskelija- 2022 Universumi-yrityksen toteuttamassa tutkimuksessa. Näiden lisäksi valitsisin vielä työhön analysoitavaksi kaksi suomalaista yritystä, Nokian ja Elisan. Tutkimukseni kohteena oli näiden neljän yrityksen rekrytointisivut yritysten omissa internet sivuilla ja Yritysten Linkedin sivustot.

Tämän tutkimuksen keskeisiä käsitteitä ovat rekrytointi, työnantajamielikuva, yrityskulttuuri ja -arvot, ja työntekijäkokemus. Tämän tutkimuspainotteisen opinnäytetyön ote on konstruktiivinen. Laadullinen tutkimus pyrkii tutkimaan ilmiötä tai tapahtumaa ja kvalitatiivinen tutkimus pyrkii vastamaan kysymykseen ”mistä tässä on kyse?”

Tutkimustulokset osoittavat, että IT-yritysten omilla rekrytointi sivuilla on paljon tarinoita yrityksen omista työntekijöistä ja heidän työstään ja arjestaan yrityksen palveluksessa. Näiden sivujen kautta avautuu hyvä kuva yrityksen toiminnan arvoista, ja siitä millaista henkilöä yritykset arvostavat. Se miten tällaiset tarinat ja kertomukset yritysten tarjoamista haasteista ja eduista avautuu nykyajan IT-työtä hakevalle nuorisolle, on uuden tutkimuksen paikka. Tutkimukseni kautta syntynyt kuva IT-alasta on mielenkiintoisia haasteita tarjoava ala, jossa useat nuoremmat alalla tulevat IT-henkilöt hakeutuvat mieluummin pienempiin kehittyviin IT-alan toimijoihin ja työuran kehittyessä hakeudutaan sitten isompiin kansainvälisiin IT-yrityksiin. Yrityksen brändillä tai yrityksen työntekijä brändillä ei ole rekrytointi vaiheessa niin suurta roolia, kuin se millaiseen työtehtävään tai millaisen haasteen yritys voi tarjota. Sosiaalinen median ja sähköisten rekrytointi kanavien käyttö on helpottanut ja nopeuttanut yritysten rekrytointeja, sekä tuonut koko prosessia läpinäkyvämmäksi, kun yritykseen voi olla suoraan yhteydessä ilmoituksen kautta.";NO;kia is only listed as one of four companies analyzed in the thesis, with no indication of collaboration or commission by Nokia.
Miten Tampereen matkailu on kehittynyt viimeisen vuosikymmenen aikana?;Haaga-Helia UAS;Siltanen, Kiira;2025;1;https://theseus.fi/handle/10024/903900;"Opinnäytetyö on tehty kirjallisuuskatsauksena, ja sen tavoitteena oli tutkia, kuinka Tampereen matkailu on kehittynyt viimeisen kymmenen vuoden aikana ja mitkä muutokset ovat vaikuttaneet matkailun kasvuun. Työn taustalla on kirjoittajan oma kokemus Tampereesta kotikaupunkina, jonka viime vuosina kasvanut vetovoima herätti kiinnostuksen tutkia matkailun muutosta ja sen taustalla olevia syitä. Työ rajattiin koskemaan ainoastaan Tampereen kaupunkiin kohdistuvaa matkailua, eikä siihen ole sisällytetty lähikuntia tai koko Pirkanmaan aluetta.

Tietoperustassa tarkastellaan matkailua, matkailun määritelmiä sekä vastuullista matkailua. Työssä esitellään aluksi Tampereen perustietoja ja taustaa, jotta lukijalle saadaan luotua alustava kokonaiskuva kaupungista. Lisäksi tarkastellaan Tampereen asemaa matkailukaupunkina, sen keskeisimpiä nähtävyyksiä ja kulttuuritarjontaa. Työn ydin koostuu kirjallisuuteen ja media-artikkeleihin perustuvasta koosteesta, jossa tarkastellaan Tampereen matkailun muutoksia ja nykytilaa. Lähteinä on käytetty ajankohtaisten kirjoitusten lisäksi myös vanhempia lähteitä, jotta saadaan käsitys matkailun tilanteesta noin kymmenen vuotta sitten ja voidaan vertailla sitä nykyhetkeen.

Neljännessä luvussa esitellään kaksi merkittävintä uudistusta, jotka ovat vaikuttaneet kaupungin ja sen matkailun kasvuun: Nokia Arena sekä Tampereen rautatiehanke. Luvussa tarkastellaan niiden vaikutuksia matkailun kasvuun sekä mahdollisuuksia pitkällä aikavälillä. Työssä esitellään myös Tampereen matkailutoimija Visit Tampere, sekä sen saavutuksia ja tavoitteita. Vastuullisuusnäkökulmaa analysoidaan tarkastelemalla Tampereen vastuullisuustavoitteita ja niiden toteutumista.

Viimeinen luku sisältää yhteenvedon ja vastaukset tutkimuskysymykseen. Lopuksi kirjoittaja pohtii opinnäytetyön tekemisestä saamaansa kehitystä, sekä miten ammattikorkeakouluopinnot ovat tukeneet työn valmistumista.";NO;kia is mentioned only as Nokia Arena in a thesis about Tampere tourism, with no indication of collaboration or work for Nokia.
ML-Driven Predictive Alerting and Dashboard Development for Cloud-Ops Monitoring;Haaga-Helia UAS;Tamang Bomjan, Prasanna;2025;1;https://theseus.fi/handle/10024/905188;"Contemporary cloud environments generate large volumes of data and metrics across services, systems, and infrastructure. Continuous and effective monitoring is fundamental to supplementing cloud operations automation, maintaining reliability, and optimising resource utilization. Nokia, being one of the leading global companies in the telecommunication and cloud services domain, requires constant monitoring and analysis of operational data. To address this need, the AMPS (AI/ML Platform Services) team in Nokia has adopted Grafana, an open-source platform known for its visualization and analytics capabilities. 

This thesis is structured around three primary objectives. The first focuses on collecting data and metrics from heterogeneous data sources to build dashboards for comprehensive visualization. The second emphasises implementing predictive alerting by leveraging historical data to forecast potential issues and threshold breaches, transitioning from reactive to proactive monitoring. The third involves exploration of the feasibility of developing custom Grafana panel plugin to visualise the outcomes of the predictive alerting model. 

The theoretical framework discusses observability and data visualization as fundamentals for monitoring cloud systems, underlining how they provide deeper insights into performance, reliability, and security. It also explores the role of Grafana in building interactive dashboards that support data visualization and analytics. Likewise, it investigates custom panel development in Grafana. Furthermore, it reviews machine learning and predictive alerting, discussing relevant technologies. 

The empirical part of the thesis focuses on the practical implementation of predictive alerting using historical metrics as well as the development of dashboards with Grafana. The final product of this thesis is a set of Grafana dashboards developed for the AMPS team, and predictive alerting to enhance observability in their cloud operations.";YES;The thesis states it developed Grafana dashboards and predictive alerting for Nokia’s AMPS team to enhance their cloud operations.
Sanojen ja tekojen välillä - Moninaisuus ja osallisuus pörssiyhtiöiden verkkosivuviestinnässä;Haaga-Helia UAS;Laaksonen, Heidi;2025;0;https://theseus.fi/handle/10024/888838;"Opinnäytetyön tavoitteena oli tutkia, miten henkilöstömäärältään suurimmat Helsingin pörssiin listautuneet yhtiöt viestivät moninaisuudesta ja osallisuudesta verkkosivuillaan. Moninaisuuden ja osallisuuden aktiivinen edistäminen on organisaatioille nykyään osin velvoitteellista, mutta myös työnantajabrändin rakentamisen kannalta suositeltavaa. Työmarkkinoiden globaalistuessa ja työyhteisöjen moninaistuessa kasvaa tarve erilaisten yksilöiden huomioimiselle ja toiminnan kehittämiselle kohti moninaisempaa ja osallistavampaa ympäristöä. Tässä opinnäytetyössä tarkasteltiin, minkälaisia tavoitteita, toimenpiteitä ja työnantajalupauksia pörssiyhtiöt esittelevät verkkosivuillaan moninaisuuden ja osallisuuden edistämiseksi.

Opinnäytetyön teoreettinen viitekehys koostuu moninaisuus- ja osallisuusteemojen kehityskaarta käsittelevästä sekä työnantajabrändin rakentumiseen ja työnantajalupauksiin liittyvästä kirjallisuudesta. Lisäksi teoreettisessa viitekehyksessä hyödynnettiin tuoretta tutkimustietoa opinnäytetyön kannalta keskeisimmistä aiheista.

Tutkimus toteutettiin laadullisena tutkimuksena ja aineisto kerättiin pörssiyhtiöiden julkisilta verkkosivuilta. Aineisto kerättiin kokonaisuudessaan kymmenen yhtiön verkkosivuilta maaliskuussa 2025. Aineiston analyysimenetelmänä hyödynnettiin laadullista, aineistolähtöistä sisällönanalyysiä.

Tutkimustulokset osoittivat, että pörssiyhtiöt viestivät moninaisuudesta ja osallisuudesta pääosin myönteisesti, korostaen erityisesti niiden tuomia liiketoiminnallisia hyötyjä. Lisäksi teemat linkittyivät usein organisaation arvoihin ja strategiatyöhön. Asetetut tavoitteet liittyivät pääsääntöisesti osallistavan kulttuurin, rekrytointikäytäntöjen ja sukupuolijakauman kehittämiseen, kun taas toimenpiteinä korostuivat tietoisuuden lisääminen sekä vertais- ja verkostotoiminta. Työnantajalupauksissa nousivat esiin erityisesti yhdenvertaisuuden varmistaminen, psykologisen turvallisuuden merkitys sekä yksilöllisyyden arvostaminen.

Tutkimus osoittaa, että suurimmat pörssiyhtiöt tunnistavat moninaisuuden ja osallisuuden edistämisen strategisen merkityksen ja viestivät niistä usein hyötynäkökulmaa korostaen. Viestinnän konkreettisuudessa ja syvällisyydessä on kuitenkin vaihtelua. Kehitysehdotuksena esitetään, että organisaatioiden tulisi pyrkiä viestimään teemoista avoimemmin ja konkretiaa hyödyntäen toiminnan läpinäkyvyyden lisäämiseksi.";NO;The thesis studies diversity and inclusion communication of ten listed companies' public websites, with no indication it was commissioned by or conducted with Nokia.
Net sales prediction : azure machine learning;Haaga-Helia UAS;Roy, Sayak;2024;0;https://theseus.fi/handle/10024/860010;"This Master’s Thesis is a project-based thesis about Sales Prediction using Microsoft Azure Machine learning models for a telecommunication and technology company in Finland. The company has been following a semi-manual Sales forecasting procedure for many years. The purpose of the project was to evaluate the accuracy of the machine learning models in Microsoft Azure and their ability to forecast future sales. The work in the thesis is important because it provides a direction for the company to automate its sales forecast method with machine learning.

In this thesis, Azure machine learning algorithms were tested, first with public dataset and then with company dataset to determine whether they provide similar results. The public dataset for Walmart sales was collected from Kaggle, whereas the company historical sales was provided by the company after the data was scrambled. Both sample and training data consisted of actual historical sales for different departments and products. The data was pre-processed in SQL databases and was used as training datasets for Azure machine learning models.

An Azure machine learning workspace was set up in company environment where training data was uploaded. Machine learning workspace was set up and multiple machine learning models (both regression and time series) were trained using Kaggle (Walmart sales) data. The machine learning models (after training) were fed with test dataset on which the model accuracy was measured using 'Normalized Root Mean Squared Error' metric. The best performing models were then isolated and were trained with the company specific data. At the end, the top performing machine learning models were identified and listed. The results were compared with the existing studies using same Kaggle dataset and verified that if the top performing models are similar.

Two algorithms, XGBoost and Random Forest provided the best Normalized Root Mean squared Error metric and were listed as the top performing models in case of both Kaggle and company dataset and were marked as the candidates to be worked on, in future for the company. The results of the experiments provide a baseline for generating predictions for company sales using Azure machine learning models and can be carried forward further in the desired direction.

Abbreviations can be found at the end of the thesis. It is recommended that the reader has it available when reading the thesis, which can be helpful in understanding all the terms used in the text.";NO;The thesis only refers to an unnamed telecommunication and technology company in Finland and does not mention Nokia or collaboration with Nokia.
6G – mahdollisuudet ja haasteet;Haaga-Helia UAS;Rytkönen, Noora;2023;0;https://theseus.fi/handle/10024/796917;"Ihmiskunnan tuottaman ja jakaman tiedon määrä kasvaa eksponentiaalisesti. Tästä seuraa se, että vaatimukset tulevaisuuden verkkoyhteyksiä kohtaan kasvavat merkittävästi. Tulevaisuuden langattomilta verkkotekniikoilta odotetaan suurempaa tiedonsiirron nopeutta sekä isompaa kapasiteettiä. Tulevaisuuden teknologiat vaativat myös äärimmäisen pientä verkkoviivettä, jota ei nykyisillä langattoman verkkotekniikan sukupolvilla pystytä vielä saavuttamaan. Tähän ratkaisuksi ollaan kehittämässä 6G langatonta verkkotekniikkaa, jonka odotetaan toimivan terahertsi taajuudella tarjoten ennennäkemättömät tiedonsiirtonopeudet. 6G tarjoaisi myös aiempia langattoman verkkotekniikan sukupolvia pienemmän verkkoviiveen. 6G mahdollistaisi uusien teknologioiden kehityksen sekä aivan uuden tavan kommunikoida ilman fyysistä matkapuhelinta. 6G-teknologian odotetaan myös edistävän digitalisaatiota, automatisaatiota sekä älykaupunkien kehittämistä. 

Tämän opinnäytetyön tarkoituksena oli laadullisen tutkimuksen avulla analysoida monipuolisesti 6G-teknologian mahdollisuuksia ja haasteita. Lähdemateriaalina käytettiin muuan muassa 6G:tä kehittävien tahojen tutkimustietoa sekä muita tieteellisiä julkaisuja. 

Opinnäytetyön teoriaosuudessa perehdytään langattomien verkkotekniikoiden eri sukupolviin ja niiden historiaan. Tämän jälkeen perehdytään itse 6G-teknologiaan sekä siihen miksi sitä tarvitaan. Opinnäytetyössä myös vertaillaan 5G:n ja 6G:n eroavaisuuksia sekä tutustutaan 6G:n eri käyttökohteisiin. Empiirisessä osiossa tutkitaan 6G-teknologian hyviä ominaisuuksia sekä sen tuomia mahdollisuuksia ja uusia teknologioita. Näiden hyvien puolien lisäksi paneudutaan myös 6G:n kehitystyössä vastaan tulleisiin teknisiin haasteisiin. Teknisten haasteiden lisäksi käsitellään radiotaajuisen säteilyn mahdollisia terveysvaikutuksia sekä 6G:n vaikutuksia yksityisyyteen.

Opinnäytetyön pohdinnassa päädytään sellaiseen ajatukseen, että 6G-teknologia voisi tuoda paljon uusia mahdollisuuksia ja se voisi viedä ihmiskunnan teknologista kehitystä eteenpäin. 6G olisi myös muihin langattoman verkkotekniikan sukupolviin verrattuna huomattavasti nopeampi, mukautuvampi ja energiatehokkaampi. 6G-teknologiaan liittyy kuitenkin teknisiä haasteita. Tutkijoiden mukaan terabitti nopeuden saavuttaminen on erittäin haastavaa ja 6G:n lyhyt kantama aiheuttaa myös ongelmia. 6G-teknologia herättää myös eettisyyteen, terveyteen ja turvallisuuteen liittyviä kysymyksiä, joihin opinnäytetyössä ehdotetaan jatkotutkimuksia.";NO;The thesis page and abstract describe a general literature-based study on 6G with no indication of Nokia collaboration, commissioning, employment, or internal use.
Implementing a data management strategy through centralisation within a corporation;Haaga-Helia UAS;Poterasu, Alexandra;2024;0;https://theseus.fi/handle/10024/875565;"This thesis explores the topic of data management through centralisation as a strategy and is being supported by a product implementation. The goal of the presented project has been to develop a data retrieval tool in around three months for one of the teams of the commissioning corporation. The introduction provides a clear overview of the company and project and de-scribes the report structure and relevant research questions.

The theoretical framework investigates the definition and importance of the topic of data centralisation, highlighting the risks associated with its absence and discussing various related strategies and trends, as well as its connection to data management and governance. The considered and utilised tools and project development and design approaches are also covered in this part of the report.

The product built with Power BI is presented in the empirical part, detailing the planning phase which covers associated methodologies and design steps. It then transitions into the development phase, describing the actual implementation process of handling data management, visualisations and additional details. The section concludes with an overview of the continuous testing procedures and feedback mechanisms.

The project achieved its goals, being completed in the planned time span. To reflect on this, the report ends with a discussion, in which the participatory case study is illustrated from the perspective of encountered issues and associated learning outcomes related to implementing the project in a corporate environment. The conclusion provides insights into the future of the field, offering recommendations and considerations on balancing centralisation and decentralisation in data projects.";NO;The thesis page only mentions a generic commissioning corporation and team, with no evidence that the company is Nokia or any Nokia unit.
Brändi-identiteetin uudistaminen teknologiayrityksissä - tapausesimerkkejä Suomesta;Haaga-Helia UAS;Luoma, Lauri;2025;0;https://theseus.fi/handle/10024/902808;"Tämän opinnäytetyön aiheena oli brändi-identiteetin uudistaminen suomalaisissa teknologiayrityksissä. Aihepiiri on ajankohtainen, sillä yritykset toimivat markkinoilla, joissa teknologinen murros, kilpailun kiihtyminen ja strategiset suunnanmuutokset edellyttävät brändin jatkuvaa kehittämistä. Brändi-identiteetin uudistaminen nähtiin ilmiönä, joka kytkeytyy yrityksen strategisiin tavoitteisiin, kilpailuasemaan ja pitkän aikavälin kasvuun.

Työn tavoitteena oli selvittää, miten brändi-identiteetin uudistus toteutetaan käytännössä suomalaisissa teknologiayrityksissä ja mitkä tekijät vaikuttavat sen onnistumiseen. Tutkimus rajattiin yrityksiin, joissa uudistus oli sidoksissa laajempaan strategiseen muutokseen. Tavoitteena oli tarkastella sekä uudistuksen taustaa, että sen toteutusta, visuaalisia ratkaisuja ja yhteistyökump-paneiden roolia.

Tietoperusta rakentui brändi-identiteetin, strategisen brändinhallinnan ja visuaalisen brändi-identiteetin keskeisten teorioiden varaan. Näitä hyödynnettiin viitekehyksenä, jonka avulla tutkimuksen tuloksia tulkittiin ja jäsennettiin.

Tutkimus toteutettiin kvalitatiivisena tapaustutkimuksena syys–marraskuussa 2025. Empiirinen aineisto koostui neljän suomalaisen teknologiayrityksen julkisista brändiuudistuksiin liittyvistä aineistoista sekä yhden asiantuntijan haastattelusta. Aineisto analysoitiin teoriaohjaavan sisällönanalyysin avulla.

Tulokset osoittavat, että brändi-identiteetin uudistus oli tarkastelluissa yrityksissä strateginen hanke, joka tähtäsi selkeämpään asemoitumiseen, yhtenäisempään viestintään ja vahvempaan kilpailuedun rakentamiseen. Onnistumisen kannalta keskeisiä tekijöitä olivat johdon vahva sitoutuminen, tutkimukseen perustuva päätöksenteko, kumppaniyhteistyön laatu sekä henkilöstön osal-listaminen. Visuaalinen identiteetti toimi keinona, jolla strateginen suunta tuotiin näkyväksi eri sidosryhmille.

Johtopäätöksenä työ korostaa, että brändi-identiteetin uudistaminen tulisi ymmärtää osana yrityksen strategista johtamista ja muutosprosessia. Aihetta olisi jatkossa hyödyllistä tarkastella esimerkiksi työnantajamielikuvan, sijoittajaviestinnän tai tekoälyn tuomien mahdollisuuksien näkökulmista.";NO;"kia is not mentioned as commissioner, collaborator, employer, or research environment; the thesis studies multiple Finnish technology companies via public materials."
Managing Currency Risk in International Markets: A Focus on Currency Futures and Invoicing Strategy;Haaga-Helia UAS;Skoog, Loren;2024;0;https://theseus.fi/handle/10024/869281;"This increased interconnectedness has enabled businesses to compete internationally, but it has also introduced significant financial risks. One of the primary challenges for companies operating across multiple countries is managing foreign exchange (forex) volatility. Exchange rate fluctuations mean that firms face risks to their finances that increase risk and can threaten the firm’s long term financial sustainability.

This thesis investigates transaction risk management specifically by focusing on individual international transactions rather than the broader category of forex risk. It explores a range of hedging tools, including currency futures and other derivatives, to provide information about the methods available for managing the impact of exchage rate flutuations on transactions. Through a combination of theoretical analysis and a practical case study, this thesis examines different exposure management strategies to help firms make informed decisions in planning their contracts.

The research yielded three key findings. First, active management of hedging strategies is essential for a firm to adapt to changing market conditions. Second, transaction-specific strategies, such as invoicing in the purchaser’s currency or a vehicle currency can help mitigate risk, with PCP generally being preferable for increasing demand. Third, for long-term contracts (exceeding one year), it is beneficial for parties to retain the flexibility to renegotiate payment terms as the market environment shifts. Overall, the study concludes that, while futures may lack some flexibility compared to options or forwards, they offer a cost-effective approach for hedging transactions with fixed amounts and timelines.";NO;The thesis page and abstract show no indication that the work was commissioned by or conducted in collaboration with Nokia.
Crowd Management for Nokia Arena  : a Case Study of Nokia Corporation;Laurea UAS;"Huotari, Anna; Ibrahim, Asmaa; Koljonen, Sirpa; Laitinen, Elisa";2024;40;https://theseus.fi/handle/10024/877678;"The thesis commissioned by Nokia Corporation explores the concept of the ""Next Generation Stadium"" by addressing solutions to reduce congestion in key areas of Nokia Arena and enhance customer flow during peak times. The primary objective of the project was to develop a crowd monitoring system that provides visitors with real-time congestion data across different areas of the arena. 

The development task involved designing a visual display system capable of presenting real-time crowd density data, leveraging Nokia's 5G network, Network as Code and Device Location technology. The theoretical framework was based on research into crowd management technologies, customer journey mapping, and a qualitative survey conducted for event visitors.

The project utilized the Design Sprint methodology, a structured approach that facilitated rapid prototyping and testing of the crowd monitoring system within a five-day timeframe. The prototype was developed iteratively, with refinements made during the Design Sprint based on user feedback and newly gathered insights.

The project’s key outcome was a prototype of a crowd monitoring system tailored to the needs of Nokia Arena. This system enables visitors to make informed decisions about utilizing service points and navigating the arena. The feedback from surveys indicated a positive reception of the concept, highlighting its potential to enhance the visitor experience by reducing waiting times and optimizing customer flow.";YES;The thesis abstract explicitly states it was commissioned by Nokia Corporation.
Nokia Remote Tool : a Case Study of Nokia Corporation;Laurea UAS;"Dieyi, Carla; Lehtelä, Aino; Ridasmaa, Jani; Vuokola, Aino";2024;40;https://theseus.fi/handle/10024/872554;"The target of this thesis is to address the common pain points in remote work by utilizing the Network as Code concept. The thesis was conducted in collaboration with Nokia Corporation, following the Design Sprint method, which included a five-day Sprint week. 

The concept developed is called Nokia Remote Tool, designed specifically for remote workers. The application enhances the user’s internet connection and provides the option to boost the connection during critical tasks. The connection is optimized and analyzed in real time, ensuring the best possible performance throughout the remote work. 

The theoretical framework introduces the key concepts and technologies behind the Nokia Remote Tool. The technologies that form the foundation of the application include the Network as Code platform, 5G networks, Quality of Service (QoS) and Quality of Service on Demand (QoD) functionalities, SDK (Software Development Kit), APIs (Application Programming Interfaces), and eSIM (the Embedded SIM).

Various development methods were used during the design process. Ideation was conducted through brainstorming sessions within the team. Benchmarking helped clarify the key features of the application. A survey was conducted to gather research data, providing a comprehensive understanding of user’s needs. The creation of a persona offered concrete representations of potential user challenges. A prototype was developed to illustrate the application interface and its main functionalities.

The research results and feedback revealed the need for improved internet connectivity in remote work. Nokia Remote Tool addresses many of these challenges, enhancing user satisfaction and productivity in remote work environments. This offers significant value not only to companies but also to Nokia Corporation and network providers. Additionally, the solution opens up future scope, paving the way for innovative features and services that can benefit all stakeholders involved.";YES;The thesis page states it was conducted in collaboration with Nokia Corporation.
Safety with Network as Code : A Case Study of Nokia Corporation;Laurea UAS;"Tuominen, Jukka-Pekka; Sissonen, Maria; Merisalo, Jenni; Bragge, Juha-Pekka";2024;33;https://theseus.fi/handle/10024/870943;"This thesis explores a design thinking challenge commissioned by Nokia Corporation to develop innovative solutions using Network as Code (NaC). The team specifically focused on solutions aimed at improving safety and security at Nokia Arena. The primary objective was to create a real-time security system that ensures safety and efficiency during events, benefiting event organizers, security personnel and attendees at Nokia Arena. The development task involved designing a security application that utilizes NaC technology to monitor crowd movements, detect potential security risks, and optimize emergency response routes.

The theoretical framework is based on service design principles. The Design Sprint methodology was used to direct the development process, including prototyping, user feedback and testing to refine the solution. Additional methods included benchmarking existing security solutions and conducting interviews with security professionals to gather perspectives and feedback from potential users.

The main outcome of the project was the creation of the NacSafety application, which provides a heatmap of the arena’s crowd, highlights congestion areas and offers optimized evacuation routes in emergencies. The application's SOS mode improves response efficiency by guiding security teams and attendees to safe zones. Analysis of the results showed that the application significantly improves real-time security management, demonstrating the potential of NaC technology in large-scale event environments such as Nokia Arena.

The findings highlights the effectiveness of integrating NaC with real-time monitoring systems to improve safety protocols and reduce risks during mass gatherings. Recommendations for further development include expanding the system’s integration with other venue services and exploring scalability for use at other large-scale events.";YES;The thesis abstract states it was a design thinking challenge commissioned by Nokia Corporation.
